ID,Tweet Content,Likes,Retweets,Replies,Tweet Creation Date,Engagement,Engagement_Level,Emocion,Intensidad,Prob_Emocion
524,"NUEVO VÍDEO
Terminamos la SEMANA DE HALLOWEEN 2023 por todo lo alto, con el caso del monstruo real que inspiró la saga SAW: el Asesino de la Caja de Juguetes.",1114,59,11,2023-11-05 14:38:46,1184,Bajo,Neutral,Media,0.747
525,"Mi gente, se renderizó mal el sonido del podcast de hoy, por lo que debo resubirlo y publicarlo mañana, a la misma hora de siempre: 5 de la tarde (hora española).
El 1vs1 se publicará el viernes.
Lo siento amigos ",3337,39,74,2023-11-07 16:43:03,3450,Medio,Neutral,Alta,0.954
526,"NUEVO PODCAST
Hoy sí, aquí tenéis el podcast con un sonido maravilloso :)

https://
youtu.be/OI0H-HvHxGk",689,30,21,2023-11-08 15:41:16,740,Bajo,Alegría,Alta,0.962
527,Muchos años esperando el GTA 6 ,34495,1462,246,2023-11-08 15:43:46,36203,Alto,Neutral,Media,0.593
528,"NUEVO PODCAST
Vamos a romper el tabú y a hablar de la energía nuclear, sus ventajas, problemas, y las famosas explosiones de Chernobyl y Fukushima. Todo sin mentiras y sin miedo. Con un crack en la materia: 
@OperadorNuclear",1318,163,39,2023-11-10 15:20:53,1520,Bajo,Neutral,Media,0.734
529,"NUEVO PODCAST
Tertulia como cada semana, en este caso la noticia estrella es el retorno sorpresa de la Yandere Real de una forma totalmente inesperada.",733,34,23,2023-11-14 16:43:23,790,Bajo,Neutral,Media,0.637
530,"NUEVO PODCAST
Regresa la tertulia con bombazo incorporado ",665,28,37,2023-11-21 17:04:26,730,Bajo,Neutral,Alta,0.887
531,"¡Regresa Dogfight Wild Tournament!
MMA, Bare Knucle, Contacto Sangriento, 3vs1, Last Survivor… y muchas batallas más.
El evento más loco del año, el 9 de Febrero en Tarraco Arena 
Entradas YA A LA VENTA aquí: 
https://
tarracoarena.com/evento/dwt-2nd
-impact/
…",9160,945,228,2023-11-22 14:00:44,10333,Alto,Alegría,Alta,0.805
532,Holy shit,3746,66,68,2023-11-23 11:32:18,3880,Medio,Sorpresa,Media,0.671
533,"Si no es una broma de mal gusto, que en el fondo me gustaría, ha fallecido Villano Fitness.
Tuve el placer de entrevistarle hace tiempo, y fue un tío espectacular y sincero, que era consciente de que se la jugaba con su estilo de vida. Siempre fue realista con esto.
No sé qué le",27867,2506,513,2023-11-28 15:45:32,30886,Alto,Tristeza,Alta,0.774
534,Estaré en directo con Salva y Albert haciendo cositas aquí. Ya podéis entrar :,472,15,8,2023-12-03 18:30:59,495,Bajo,Neutral,Alta,0.962
535,Con la salida del trailer del GTA 6 ya podemos dar por terminado el año. ¿No?,16336,747,177,2023-12-04 23:52:33,17260,Alto,Neutral,Alta,0.977
536,GTA VI COMPRADO DÍA 1,21008,943,172,2023-12-05 00:09:29,22123,Alto,Neutral,Alta,0.95
537,"Que los protagonistas de GTA 6 sean una pareja me parece brutal. Ojalá permitan explorar su relación: celos, infidelidades, matrimonio, incluso cortar…
Si alguien puede hacerlo, es Rockstar.",34761,1362,278,2023-12-05 02:11:35,36401,Alto,Alegría,Alta,0.757
538,Muy grande la referencia de mi padre en GTA 6,35810,899,132,2023-12-05 23:17:17,36841,Alto,Alegría,Alta,0.945
539,"He puesto una entradas extra a la venta de DOGFIGHT WILD TOURNAMENT 2nd Impact.
No van a haber más, si queréis venir, este es vuestro momento, porque van a durar poco me temo.
ENTRADAS AQUÍ: 
https://
tarracoarena.com/evento/dwt-2nd
-impact/
…",878,32,60,2023-12-06 13:44:31,970,Bajo,Neutral,Alta,0.979
540,Hideo Kojima + Terror = Perfección,3939,199,31,2023-12-08 02:38:58,4169,Medio,Alegría,Baja,0.492
541,"BALDUR’S GATE 3 no es el GOTY.

Es el juego de la década.",9861,557,302,2023-12-08 04:04:49,10720,Alto,Neutral,Alta,0.992
542,"Que se abra un debate sobre un problema de salud como es la obesidad, siempre que sea con respeto y educación, no es gordofobia.
Promover una mejor alimentación y un estilo de vida saludable y poco sedentario es algo necesario y bueno para nosotros.

A partir de aquí, que cada",26249,3629,753,2023-12-08 14:46:41,30631,Alto,Neutral,Media,0.739
543,"Bueno, hemos perdido con el equipo más grande de Catalunya.",4886,104,54,2023-12-10 22:21:10,5044,Medio,Neutral,Alta,0.949
544,Joder pues sí que habla Juan sí,10596,232,52,2023-12-13 17:15:01,10880,Alto,Neutral,Media,0.521
545,"Nueva red social, qué bien.

Fuera de coñas, podéis seguirme aquí, a ver si se carga Twitter de una puta vez:",281,7,26,2023-12-16 15:58:13,314,Bajo,Neutral,Media,0.664
546,latinos pueden confirmar?,15503,620,279,2023-12-17 03:16:04,16402,Alto,Neutral,Alta,0.91
547,"Tony Ferguson, te queremos y eres leyenda absoluta, pero es hora de retirarse. Ni que sea por salud.
#UFC296",2936,126,56,2023-12-17 04:02:50,3118,Medio,Neutral,Alta,0.962
548,españoles confirmen,57127,2327,332,2023-12-18 14:56:27,59786,Viral,Neutral,Alta,0.807
549,"Hoy ESPECIAL NAVIDAD en directo a las 5 de la tarde en The Wild Project. Todo el mundo a verlo 
Muchos sorteos, regalos y todos disfrazados, un show.",917,31,43,2023-12-19 13:58:34,991,Bajo,Alegría,Alta,0.956
550,"Mi participación en el REWIND HISPANO de este año. Como no, repartiendo cera y oliendo a motor.

La verdad es que a nivel audiovisual es una puta locura esta edición, miradlo y ya me diréis: 
https://
youtu.be/TjkRhh3Gh1U?si
=K0d1Pk_QVCy4_aTy3
…",6950,293,133,2023-12-22 22:54:15,7376,Medio,Neutral,Media,0.639
551,Feliz Navidad,22902,458,217,2023-12-25 16:46:08,23577,Alto,Alegría,Alta,0.942
552,"¿Es verdad que se ha muerto el Black Alien y la novia? ¿O es alguna locura galáctica de las suyas con final feliz?
Espero sinceramente que sea puro marketing ",18069,260,181,2023-12-26 23:13:58,18510,Alto,Neutral,Baja,0.468
553,"Lo de Corea del Sur y los suicidios da para que algunos abran los ojos y dejen de idealizar un país con una sociedad enferma, mucho más bonita por fuera que por dentro.
Sigo queriendo entrevistar a un coreano o a alguien que haya vivido muchos años allí, para que cuente la",21605,1187,666,2023-12-27 11:17:09,23458,Alto,Tristeza,Media,0.728
554,"Si estáis jodidos porque os ha tocado pasar fin de año en casa sin amigos, pensad que al menos no habéis iniciado el año así",63051,2197,224,2023-12-31 23:14:06,65472,Viral,Tristeza,Alta,0.761
555,Rellena el texto.,29213,825,750,2024-01-05 22:07:15,30788,Alto,Neutral,Alta,0.991
556,"1% DE POSIBILIDADES, 99% DE FE",6477,144,78,2024-01-08 00:31:54,6699,Medio,Neutral,Media,0.648
557,"El otro día estuve 6 horas en el podcast de mi amigo Caith_Sith hablando de videojueguitos y mierdas así, no os lo podéis perder (si tenéis mucho tiempo libre xD):",2088,92,41,2024-01-12 17:09:36,2221,Bajo,Neutral,Alta,0.967
558,¿Estoy a tiempo de hacerme del Madrid?,34874,1701,2310,2024-01-14 20:11:22,38885,Alto,Neutral,Alta,0.948
559,Este debate tendría que publicarlo en pornhub,39659,2571,762,2024-01-18 21:46:44,42992,Alto,Neutral,Alta,0.99
560,¡Qué bueno es JOAO FELIX cuando quiere!,9472,249,222,2024-01-21 19:21:39,9943,Medio,Alegría,Alta,0.84
561,TIBUROOOOOON TORRES ,8164,270,145,2024-01-21 19:23:56,8579,Medio,Alegría,Alta,0.795
562,Is this how flat earthers think the attack on Pearl Harbor happened?,419462,25210,5082,2024-01-24 02:10:38,449754,Viral,Neutral,Alta,0.844
563,"NINTENDO, TE ELIJO A TI!

Nintendo ha usado *demanda millonaria*
Palworld ha sido derrotado",4933,155,143,2024-01-25 14:30:37,5231,Medio,Alegría,Alta,0.985
564,Cada like son 100 años más de vida para estos fenómenos,38826,399,163,2024-01-26 20:59:38,39388,Alto,Alegría,Alta,0.96
565,"El legendario Carl Weathers, Apollo Creed en Rocky, ha fallecido hoy.

Uno de los tíos grandes con más carisma de la historia. Qué jodida es la vida y que descanse en paz ",17136,1517,103,2024-02-02 20:13:27,18756,Alto,Tristeza,Alta,0.991
566,"Semana de DOGFIGHT WILD TOURNAMENT 2nd IMPACT 
 Miércoles 7 - Directo con el Xokas en el podcast: 
https://
youtube.com/live/--PXOSgQ6
U0
…
 Jueves 8 - CAREOS de los luchadores: 
https://
youtube.com/live/24irJzW9j
8o
…
 Viernes 9 - DWT 2nd Impact: 
https://
youtube.com/live/XnwHtzBf-
c8
…
 Sábado 10 - Mi muerte",3652,346,87,2024-02-05 17:18:44,4085,Medio,Neutral,Alta,0.986
567,"Si MICROSOFT anuncia que se convierte en compañía Third Party sería el movimiento más importante de la historia de los videojuegos.
¿Creéis que va a pasar o que todo es humo y falsedades?",765,23,112,2024-02-06 16:56:29,900,Bajo,Enfado,Media,0.619
568,"¡CAREOS DWT 2nd Impact YA EN DIRECTO!

https://
youtube.com/live/24irJzW9j
8o?si=VyTT9LwYnR8aO52S
…",2948,119,33,2024-02-08 18:47:40,3100,Medio,Neutral,Alta,0.91
569,qué coño ha pasado,20026,839,453,2024-02-08 23:02:18,21318,Alto,Sorpresa,Alta,0.833
570,Quedan horas para el evento pero ya tenemos el puto MVP.,19164,1019,97,2024-02-08 23:41:58,20280,Alto,Neutral,Alta,0.951
571,COMIENZA DOGFIGHT WILD TOURNAMENT 2nd Impact:,6146,717,192,2024-02-09 18:14:30,7055,Medio,Neutral,Alta,0.977
572,Gracias a todos ,52207,1670,1140,2024-02-10 02:28:07,55017,Viral,Alegría,Alta,0.982
573,"Este 14 de Marzo sale mi nuevo libro a la venta: ANATOMÍA DEL MAL: 8 casos que te harán perder la fe en la humanidad.

Mi primer libro true crime en el que reflexiono sobre el concepto del MAL, analizando 8 casos reales terribles.

Link de reserva: 
https://
amzn.eu/d/7T96Doo",5007,468,191,2024-02-15 14:13:47,5666,Medio,Neutral,Alta,0.973
574,"NADIE ES PERFECTO 

Yo ya he ganado el clip del año para los siguientes ESLAND jajajajaja

Evidentemente era una broma en un ambiente de vacileo y una referencia a la peli “Con faldas y a lo loco”, de Jack Lemon y Marylin Monroe. El mejor final ever:",16994,627,305,2024-02-16 21:41:38,17926,Alto,Alegría,Alta,0.972
575,"Con una chica imperfecta, pero genial.",92492,2525,801,2024-02-17 06:35:03,95818,Viral,Neutral,Media,0.508
576,"Hoy esta locura.
¿Quién se lo lleva?",11513,316,356,2024-02-17 18:48:31,12185,Alto,Neutral,Alta,0.88
577,"Ilia finaliza el combate en el tercer round. Guardad tweet.
#UFC298",11440,244,293,2024-02-18 05:28:05,11977,Alto,Neutral,Alta,0.99
578,"Quiero que gane Ilia, pero Volkanovski es un puto dios y uno de los luchadores que me cae mejor del mundo. Así que si la cosa va mal para Topuria, al menos caerá contra un tío de puta madre.

Si estáis despiertos, mirad este combate ni que sea por , porque va a ser histórico.",17511,296,148,2024-02-18 05:43:50,17955,Alto,Neutral,Alta,0.889
579,"OS LO HE DICHO, ILIA TOPURIA CAMPEÓN DEL MUNDO JODER!!!!!!!!!!!!
#UFC298",39644,2273,386,2024-02-18 05:59:18,42303,Alto,Alegría,Alta,0.985
580,"Histórico
#UFC298",31347,1740,139,2024-02-18 06:01:35,33226,Alto,Neutral,Media,0.615
581,"Mi gente, por temas personales (nada malo, al contrario) hoy no va a haber tertulia en el podcast.
Pero jueves, episodio brutal con el genio de 
@LethalCrysis
 que tiene que contarme MUCHAS novedades...",7055,119,110,2024-02-27 14:32:52,7284,Medio,Alegría,Alta,0.865
582,"A veces odio el mundo.

Ha fallecido de forma repentina Akira Toriyama, papá de Dragon Ball, Dr Slump, e ilustrador de infinidad de juegos y sagas. Una tragedia.

Descansa en paz y ojalá algún día te revivan con las bolas de dragón ",110891,12087,606,2024-03-08 04:45:54,123584,Viral,Tristeza,Alta,0.991
583,Esto fue más épico que la Superbowl,34332,3970,104,2024-03-11 03:22:36,38406,Alto,Alegría,Baja,0.348
584,Diosito solo te pido que ni Cubarsí ni Lamine se lesionen en lo que queda de temporada. Gracias mi rey.,31991,2607,188,2024-03-12 21:57:37,34786,Alto,Neutral,Alta,0.832
585,"¡Hoy sale oficialmente a la venta mi nuevo libro de True Crime!:
ANATOMÍA DEL MAL - 8 casos que te harán perder la fe en la humanidad.

Un libro en el que analizo el concepto del MAL en base a 8 casos reales terribles.

Si os interesa, aquí tenéis el link de compra:",3993,212,115,2024-03-14 05:18:44,4320,Medio,Neutral,Alta,0.976
586,"Regreso al Rincón con un vídeo de esos que os gustan tanto, en este caso con un episodio de más de media hora de duración sobre el terrible caso de Stephen McDaniel, un frío asesino que se obsesionó con su vecina... ¡No os lo perdáis!",1834,107,56,2024-03-24 14:37:29,1997,Bajo,Neutral,Alta,0.783
587,"Estoy preparando un debate sobre el CAMBIO CLIMÁTICO para el podcast.
Busco un perfil científico que defienda la extrema gravedad del momento actual. ¿Conocéis a alguien, a poder ser que sepa expresarse bien, que quiera venir a defender esa postura?
El otro perfil ya lo tengo.",17950,791,1668,2024-03-30 15:05:40,20409,Alto,Neutral,Alta,0.997
588,"Amigos, gracias a todos por los perfiles, el debate del Cambio Climático está cerrado y va a ser la bomba 

Otra cosita, estas semanas ando muy liado con proyectos y me es imposible grabar tertulias, por lo que tendréis “solo” las entrevistas. Habrá invitados geniales, eso sí.",5612,122,155,2024-04-02 16:55:53,5889,Medio,Neutral,Alta,0.975
589,"Este viernes estoy en MADRID firmando mi nuevo libro, simplemente tenéis que registraros gratis aquí y ya: 
https://
eventbrite.es/e/jordi-wild-f
irma-ejemplares-de-anatomia-del-mal-en-madrid-tickets-879365545017
…
Recordad traer el librito para que os lo firme 
¡Nos vemos!",850,39,34,2024-04-08 13:28:35,923,Bajo,Neutral,Media,0.552
590,Hoy todos los culés,7455,231,46,2024-04-16 18:47:15,7732,Medio,Neutral,Alta,0.887
591,"Muy orgulloso del Barça hoy, se ha perdido (con una expulsión durísima y seguramente injusta), pero se ha dado la cara hasta el último segundo.

Tenemos equipo de futuro, seguro.",32538,3316,1605,2024-04-16 20:56:43,37459,Alto,Alegría,Alta,0.997
592,Cosas más pesadas del universo,24649,1607,251,2024-04-17 21:50:36,26507,Alto,Neutral,Alta,0.88
593,"Buenas noticias, Anatomía del Mal ya es 2a edición (y me han chivado que casi 3a), y os lo agradezco de todo corazón.

Este St Jordi, si queréis un librito de true crime lleno de casos truculentos, este es el vuestro. Lo podéis comprar aquí: 
https://
amzn.eu/d/5AUjXG3

Un beso ",1193,48,41,2024-04-22 20:02:49,1282,Bajo,Alegría,Alta,0.97
594,qué miau es real,2854,190,85,2024-05-08 20:05:25,3129,Medio,Neutral,Media,0.517
595,"Odio el Madrid, en serio.",41862,4077,720,2024-05-08 20:56:36,46659,Alto,Enfado,Alta,0.813
596,esto es real?,13284,433,262,2024-05-10 11:19:25,13979,Alto,Sorpresa,Alta,0.871
597,"Hoy es el cumple de mi papi, todo el mundo a felicitarlo a la de YA ",37963,965,839,2024-05-11 15:12:55,39767,Alto,Alegría,Alta,0.936
598,"Oigan 
@Planetadelibros
 y 
@penguinlibros
, podéis dejar de mandarme decenas de libros al mes a casa para ver si suena la flauta y traigo el escritor al podcast. Me tenéis hasta los cojones con los paquetes. Gracias.",7879,403,440,2024-05-22 11:37:24,8722,Medio,Enfado,Alta,0.972
599,"Todo mi apoyo a XAVI, quizás demasiado buena persona para entrenar en un momento tan convulso. Pero ni que sea por respeto, cesarlo antes del último partido de Liga es indigno para alguien con su trayectoria. Vergonzoso.
La Xavineta siempre en nuestro corasao.",23018,1595,170,2024-05-24 12:01:25,24783,Alto,Enfado,Alta,0.873
600,odio haber nacido en esta época,30421,1176,347,2024-06-01 21:57:39,31944,Alto,Neutral,Media,0.599
601,"Va, que ahora estoy en directo con dos culés y Salva: 
https://
twitch.tv/elbunkersa

Todo el mundo para adentro.",394,8,7,2024-06-02 18:20:06,409,Bajo,Neutral,Alta,0.971
602,Lo único bueno de que Mbappé fiche de una vez por el Madrid es que se terminará la turra de cada año por fin (estoy llorando),20264,600,220,2024-06-03 17:46:00,21084,Alto,Neutral,Baja,0.449
603,"Si esta es la mejor conferencia de videojuegos del año, quizás es el momento de volver a leer.
#summergamefest",2879,101,88,2024-06-07 22:59:25,3068,Medio,Neutral,Media,0.716
604,"Un regalito de domingo, NUEVO VÍDEO en el Rincón de Giorgio. ¡A disfrutarlo!:",831,36,39,2024-06-09 14:21:00,906,Bajo,Alegría,Alta,0.992
605,"Este VIERNES 14 DE JUNIO, voy a estar, junto a 
@PapaGiorgioReal
 , en la Feria del Libro de Madrid firmando ANATOMÍA DEL MAL y LOS CUENTOS DE PAPA GIORGIO

- Horario: de 6 a 9 de la tarde

- Lugar: Carpa ROSALEDA en el Retiro

Importante, tenéis que traer los libros, y os darán un",670,29,26,2024-06-10 17:47:15,725,Bajo,Neutral,Alta,0.915
606,"Y así amigos, empieza el fin del mundo.",11035,356,138,2024-06-10 19:31:59,11529,Alto,Neutral,Alta,0.967
607,Calentando motores para las liadas,24876,474,149,2024-06-12 12:43:55,25499,Alto,Alegría,Baja,0.394
608,Will Smith viene a cantar o a darse de hostias. Ojalá lo segundo.,6596,131,43,2024-06-13 19:22:29,6770,Medio,Neutral,Alta,0.949
609,"Es brutal que alguien como Will Smith actúe en un show como la Velada.
Quién nos hubiera dicho cuando empezamos con esto de ser youtubers y streamers en nuestras habitaciones, grabandonos con un móvil y cámaras baratas, que lograríamos llegar tan lejos.
Mis felicitaciones al",40068,741,162,2024-06-13 21:45:56,40971,Alto,Alegría,Alta,0.961
610,"Hago muchas bromas con el Espanyol, pero me alegro un montón que haya subido. Ni que sea por mi mami, y por mi abuelo en paz descanse. La Liga es mucho mejor con ellos, no doubt.",4146,75,81,2024-06-23 18:45:37,4302,Medio,Alegría,Alta,0.929
611,"Venga va, que hoy rompemos el internet.
Recordad que Jesús os vigila.
Especial verano: 
https://
youtube.com/live/4AkzacJ96
5k?si=gdqFsgvkLbYwSJmD
…",13965,683,215,2024-06-28 13:01:35,14863,Alto,Neutral,Alta,0.972
612,"Me acabo de despertar después de la locura de ayer, más de 150k de espectadores en youtube viendo a un doctor en física intentar refutar que el presidente de Camerún se transforma en león 
Os quiero.",58254,2257,416,2024-06-29 14:54:24,60927,Viral,Alegría,Alta,0.995
613,"MrTartaria explica a Santaolalla porque la ecuación de Einsten está incompleta.
H.",17754,1053,522,2024-06-29 17:37:01,19329,Alto,Neutral,Alta,0.994
614,Esto es surrealista.,70735,3043,142,2024-06-30 22:16:36,73920,Viral,Sorpresa,Alta,0.872
615,Lo de Lamine no tiene ningún puto sentido ,20765,469,90,2024-07-09 20:03:23,21324,Alto,Enfado,Alta,0.913
616,Alana podría competir en cualquiera de los combates de hoy. Bestia.,101495,3238,277,2024-07-13 18:10:11,105010,Viral,Neutral,Alta,0.759
617,Espero que la ficción no se haga realidad. Pero da miedo.,9944,351,139,2024-07-14 00:11:18,10434,Alto,Miedo,Alta,0.851
618,"Para lo que no lo sepáis, acaban de intentar asesinar a Trump durante un miting. El vídeo es una locura.",41412,2869,588,2024-07-14 00:16:48,44869,Alto,Sorpresa,Media,0.558
619,"El mundo no tiene sentido, en un mismo día hemos pasado de tener a Plex y el Mariana dándose de hostias, a Trump casi asesinado en directo. Y lo jodido es que no es broma.",45154,1506,177,2024-07-14 00:39:37,46837,Alto,Enfado,Alta,0.771
620,"Gracias 
@PlacitaAmarilla
 por darme la oportunidad de seguir creciendo 
Os quiero.",1486,57,18,2024-07-14 17:34:02,1561,Bajo,Alegría,Alta,0.996
621,Pues al final sí que es verdad que el amor es lo único que la ciencia no puede explicar.,76789,6636,345,2024-07-17 21:47:09,83770,Viral,Neutral,Alta,0.879
622,O SEA QUE,54146,2218,808,2024-07-19 14:50:19,57172,Viral,Neutral,Media,0.663
623,"Como cada año, bañito con el patrón ",45433,734,178,2024-07-21 13:59:58,46345,Alto,Alegría,Alta,0.899
624,"- Yo: hago un estornudo sin motivo

- Mi madre, un microsegundo después:",3933,117,61,2024-07-31 13:56:28,4111,Medio,Neutral,Alta,0.965
625,"Viendo que quieren darse de hostias, invito formalmente a 
@elonmusk
 y 
@NicolasMaduro
 a DWT 3 en un combate No Rules donde todo valga. Main Event. El que pierda, abandona su cargo de poder.


@realDonaldTrump
 si quieres apuntarte, te hacemos hueco rápido.",47905,3967,513,2024-08-01 12:52:28,52385,Viral,Neutral,Alta,0.993
626,"Aparte de las bromas, muchos venezolanos me estáis pidiendo que haga un programa especial, ahora me es imposible, necesito desconectar durante este verano; pero sí me encantaría, al regresar, traer a algún experto sobre la situación de Venezuela y Maduro, que analice cómo es",21339,1282,1289,2024-08-01 14:26:20,23910,Alto,Neutral,Alta,0.974
627,Ojalá Puigdemont hubiera regresado de repente con la música del Undertaker.,4721,148,63,2024-08-08 12:45:55,4932,Medio,Neutral,Alta,0.985
628,"Con lo de Frank Cuesta y Yuyee, yo solo os diré que en el primer podcast que hice con él (online), grabamos de tarde/noche en España, duró varias horas y terminamos a lo que sería la madrugada en Tailandia.
Después de grabar, Frank y yo estuvimos charlando un rato más y le",55597,5030,418,2024-08-14 12:46:31,61045,Viral,Neutral,Alta,0.962
629,"Me encantaría tener a 
@MariaCorinaYA
 en mi The Wild Project para charlar de la situación real de Venezuela y de todo lo que está pasando en los últimos años en su país.

Le he escrito por Instagram, pero también aprovecho Twitter, o X, para ver si le puede llegar, a ella o a",49577,9942,1422,2024-08-18 14:32:43,60941,Viral,Neutral,Alta,0.988
630,"Aprovecho el meme para anunciar que The Wild Project regresa la semana que viene con uno de los invitados más tops de su historia.
Este año va a estar interesante ",8306,306,229,2024-09-06 13:49:32,8841,Medio,Alegría,Alta,0.762
631,"Este jueves a las 5 de la tarde (hora española) regresa THE WILD PROJECT, con invitado top y con muchas energías renovadas.

Nachete y su pie, vienen incluidos en el pack.",6948,194,131,2024-09-09 14:43:06,7273,Medio,Neutral,Media,0.581
632,"¡MAÑANA REGRESA THE WILD PROJECT!
Vuelve el podcast número 1 en vuestros corazones con una temporada que será histórica.
No os perdáis la estrena 

https://
youtube.com/@TheWildProject",7025,296,123,2024-09-11 12:21:37,7444,Medio,Alegría,Alta,0.993
633,"Este jueves, charla con María Corina Machado (
@MariaCorinaYA
) para el primer episodio de The Wild Project en esta temporada. El fraude electoral, represión en Venezuela, pobreza y mafias, su complicada situación actual en el país, Maduro...
Ya os dije que comenzaríamos con un",48444,10092,1195,2024-09-11 21:19:10,59731,Viral,Neutral,Alta,0.988
634,estoy llorando,113819,14682,5522,2024-09-13 03:12:02,134023,Viral,Tristeza,Media,0.716
635,"DWT 3:
Triple threat
Nicolás Maduro vs Jordi Wil vs Elon Mok
Special referee Donald Trump

Que alguien me haga un cartel de esto por favor.",38671,2148,301,2024-09-13 17:12:27,41120,Alto,Neutral,Alta,0.897
636,"Toma, te lo cambio por una entrada VIP pa cuando lo montes.",3008,126,13,2024-09-13 18:09:56,3147,Medio,Neutral,Alta,0.965
637,listo,13547,770,58,2024-09-13 18:37:34,14375,Alto,Neutral,Media,0.585
638, ¡URGENTE! Se filtra el primer asalto del Triple Treat del DWT 3:,1993,121,10,2024-09-13 18:43:44,2124,Bajo,Neutral,Media,0.544
639,"Preguntándole a Tebas sobre Negreira, el tito Floren (acaba mal), el Barça y los fichajes y la piratería. Un crack y muy buena charla. 

@LaLigaCorp
 
@Tebasjavier
 

https://
youtu.be/FxatA6h_j28?si
=mNxC-OuNGqRyHJGZ
…",10508,550,1073,2024-09-19 12:38:32,12131,Alto,Alegría,Alta,0.827
640,"Me paso por el mejor podcast de Europa del este: 
https://
twitch.tv/estonoes1juego
Entrando todos ya!",291,11,5,2024-09-26 18:46:25,307,Bajo,Alegría,Alta,0.951
641,"COMIENZA EL CLUB DE LA LUCHA EN LA VIDA REAL - DWT Fight Club
¿Te gusta El Club de la Lucha? ¿Siempre has soñado con que fuera real? Pues tus deseos han sido cumplidos: Empieza el DWT Fight Club, cada semana nuevo combate underground ",42749,3793,811,2024-09-27 13:20:58,47353,Alto,Alegría,Alta,0.948
642,"Comienza el CLUB DE LA LUCHA DE DWT:


https://
youtu.be/lVi5hWIACh8?si
=ga3DlhubXSob-2jD
…

Patadas VS Puños, ¿quién ganaría si solo pudiese usar uno de los dos?",3084,243,75,2024-09-28 15:42:35,3402,Medio,Neutral,Alta,0.98
643,"Se retira el señor Rafael Nadal Parera, el mejor deportista español de la historia y un ejemplo en todos los sentidos.

Gracias por todo, genio ",14188,559,118,2024-10-10 14:15:31,14865,Alto,Alegría,Alta,0.959
644,Este Barça vuelve a mear colonia ,17138,524,104,2024-10-20 20:57:16,17766,Alto,Neutral,Alta,0.849
645,"Qué bueno es Ilia, la madre que lo parió ",24075,630,80,2024-10-26 20:50:18,24785,Alto,Neutral,Baja,0.413
646,"EL BARÇA LE METE TREMENDA GOLPIZA AL MADRID Y TOPURIA NOQUEA A HOLLOWAY.
Fin de semana completo.",38184,2575,170,2024-10-26 20:58:20,40929,Alto,Neutral,Alta,0.918
647," COMIENZA LA SEMANA DE HALLOWEEN 2024 
Cada día, ¡Un vídeo de terror en El Rincón de Giorgio! Comenzamos fuerte.
Jaime Osuna, el preso más malvado y peligroso del mundo, caníbal y satánico.",3476,413,83,2024-10-27 16:11:08,3972,Medio,Neutral,Media,0.514
648,"Amigos, estos días he desaparecido porque estoy pasando una situación familiar muy grave, de difícil pronóstico. Es una persona extremadamente cercana a mí.
Tengo que dejar inacabada la Semana De Halloween y de momento no podré grabar nada más, ni podcast ni dogfight, hasta que",77217,1951,2232,2024-11-01 10:23:48,81400,Viral,Tristeza,Media,0.698
649,"Esto es lo más difícil que me ha tocado escribir en mi vida, una pesadilla que me cuesta aceptar, pero tengo que comunicar que mi padre ha fallecido.

Sabéis que valoro mucho mi privacidad, pero sin entrar en muchos detalles, ha sido algo totalmente inesperado y que nos ha tenido",543242,58727,24203,2024-11-05 13:43:06,626172,Viral,Tristeza,Alta,0.992
650,"Me lo han pasado varias personas, no sé quién es el creador, pero gracias de todo corazón 
Lo echo mucho de menos.",416637,27042,2665,2024-11-06 22:07:47,446344,Viral,Tristeza,Alta,0.963
651,"Hoy vuelvo al trabajo, con un podcast que dedico a mi padre, que siempre estará conmigo, y con todos nosotros.

https://
youtu.be/4SK1gFl7eDA?si
=DkOiHBqasblDuy63
…",105784,6581,933,2024-11-19 14:12:56,113298,Viral,Alegría,Alta,0.913
652,"Hoy no hay podcast porque el invitado se lio con las fechas y pensaba que era otra semana 
Pero no pasa nada, la semana que viene habrá dos episodios muy jugosos.
Un abrasote  (y gracias por todas las buenas vibras que me mandáis por lo de mi papi)",38652,582,291,2024-11-28 18:54:20,39525,Alto,Alegría,Alta,0.987
653,"Ojito, estoy preparando las peleas del Club de la Lucha, y os comento que mañana sale TODA la info de DWT 3... ¡ y salen a la venta las entradas!
Atentos, porque va a ser el evento más brutal del año (y las entradas van a volar).",13842,429,134,2024-12-21 15:25:59,14405,Alto,Alegría,Alta,0.927
654,"Último podcast del año HOY MISMO, con mi querido 
@illojuan
 y 
@BaityBait
, hablando de los videojuegoh y mucho más ",4100,205,62,2024-12-22 13:47:09,4367,Medio,Neutral,Alta,0.838
655,"ESTE 31 DE ENERO EN EL OLIMPIC ARENA DE BADALONA: DOGFIGHT WILD TOURNAMENT Tertium Mortis (Tercera Muerte).
3a edición del evento más brutal y sangriento de internet. Este año voy a crear algo que no se habrá visto jamás, ni en Rusia se han atrevido a tanto. De verdad.
¡Entradas",12191,994,198,2024-12-22 17:13:51,13383,Alto,Alegría,Alta,0.964
